
--------------------------------------------------------------------------------
WORKER run_id=5 method=ensemble_dagger kind=ensemble
--------------------------------------------------------------------------------

--------------------------------------------------------------------------------
ENSEMBLE_DAGGER ROUND 1  (remaining budget = 15)
--------------------------------------------------------------------------------
[12:59:01] [iil-baseline] round 1: pool=20 successes=12 failures=8 correction_sr=0.600
[12:59:01] [iil-baseline] round 1: picked=1 saved=1 cum_extras=1/15
[12:59:01] [uncertainty] member 0: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_5/ensemble_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_5/ensemble_dagger/checkpoints/member_0 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 5 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_5/ensemble_dagger/demos/round_001
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_5/ensemble_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_5/ensemble_dagger/demos/round_001
[hybrid-dataset] 20 demos -> 103 samples
[hybrid-dataset] 1 demos -> 6 samples
[finetune_replay] sampler audit: {'n_old_samples': 103, 'n_new_samples': 6, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=0.9512 top1=0.727 | val loss=0.3832 | t=1.0s  *
[finetune_replay] ep   2/90 | train loss=0.1752 top1=1.000 | val loss=0.5310 | t=0.2s
[finetune_replay] ep   3/90 | train loss=0.0829 top1=1.000 | val loss=0.1926 | t=0.1s  *
[finetune_replay] ep   4/90 | train loss=0.0863 top1=0.980 | val loss=0.0950 | t=0.1s  *
[finetune_replay] ep   5/90 | train loss=0.0378 top1=1.000 | val loss=0.0459 | t=0.1s  *
[finetune_replay] ep   6/90 | train loss=0.0779 top1=1.000 | val loss=0.0501 | t=0.2s
[finetune_replay] ep   7/90 | train loss=0.0413 top1=1.000 | val loss=0.0993 | t=0.1s
[finetune_replay] ep   8/90 | train loss=0.0160 top1=1.000 | val loss=0.1265 | t=0.1s
[finetune_replay] ep   9/90 | train loss=0.0269 top1=1.000 | val loss=0.0869 | t=0.1s
[finetune_replay] ep  10/90 | train loss=0.0135 top1=1.000 | val loss=0.0558 | t=0.1s
[finetune_replay] ep  11/90 | train loss=0.0114 top1=1.000 | val loss=0.0527 | t=0.1s
[finetune_replay] ep  12/90 | train loss=0.0111 top1=1.000 | val loss=0.0567 | t=0.1s
[finetune_replay] ep  13/90 | train loss=0.0083 top1=1.000 | val loss=0.0527 | t=0.1s
[finetune_replay] ep  14/90 | train loss=0.0062 top1=1.000 | val loss=0.0423 | t=0.1s  *
[finetune_replay] ep  15/90 | train loss=0.0061 top1=1.000 | val loss=0.0374 | t=0.1s  *
[finetune_replay] ep  16/90 | train loss=0.0099 top1=1.000 | val loss=0.0634 | t=0.1s
[finetune_replay] ep  17/90 | train loss=0.0047 top1=1.000 | val loss=0.0765 | t=0.1s
[finetune_replay] ep  18/90 | train loss=0.0044 top1=1.000 | val loss=0.0671 | t=0.1s
[finetune_replay] ep  19/90 | train loss=0.0043 top1=1.000 | val loss=0.0491 | t=0.1s
[finetune_replay] ep  20/90 | train loss=0.0037 top1=1.000 | val loss=0.0309 | t=0.1s  *
[finetune_replay] ep  21/90 | train loss=0.0035 top1=1.000 | val loss=0.0262 | t=0.1s  *
[finetune_replay] ep  22/90 | train loss=0.0033 top1=1.000 | val loss=0.0321 | t=0.1s
[finetune_replay] ep  23/90 | train loss=0.0029 top1=1.000 | val loss=0.0430 | t=0.1s
[finetune_replay] ep  24/90 | train loss=0.0032 top1=1.000 | val loss=0.0501 | t=0.1s
[finetune_replay] ep  25/90 | train loss=0.0028 top1=1.000 | val loss=0.0460 | t=0.1s
[finetune_replay] ep  26/90 | train loss=0.0019 top1=1.000 | val loss=0.0405 | t=0.1s
[finetune_replay] ep  27/90 | train loss=0.0025 top1=1.000 | val loss=0.0352 | t=0.1s
[finetune_replay] ep  28/90 | train loss=0.0020 top1=1.000 | val loss=0.0318 | t=0.1s
[finetune_replay] ep  29/90 | train loss=0.0025 top1=1.000 | val loss=0.0336 | t=0.1s
[finetune_replay] ep  30/90 | train loss=0.0021 top1=1.000 | val loss=0.0372 | t=0.1s
[finetune_replay] ep  31/90 | train loss=0.0024 top1=1.000 | val loss=0.0453 | t=0.1s
[finetune_replay] ep  32/90 | train loss=0.0022 top1=1.000 | val loss=0.0468 | t=0.1s
[finetune_replay] ep  33/90 | train loss=0.0030 top1=1.000 | val loss=0.0553 | t=0.1s
[finetune_replay] ep  34/90 | train loss=0.0023 top1=1.000 | val loss=0.0600 | t=0.1s
[finetune_replay] ep  35/90 | train loss=0.0017 top1=1.000 | val loss=0.0521 | t=0.1s
[finetune_replay] ep  36/90 | train loss=0.0021 top1=1.000 | val loss=0.0446 | t=0.1s
[finetune_replay] ep  37/90 | train loss=0.0023 top1=1.000 | val loss=0.0351 | t=0.1s
[finetune_replay] ep  38/90 | train loss=0.0018 top1=1.000 | val loss=0.0313 | t=0.1s
[finetune_replay] ep  39/90 | train loss=0.0024 top1=1.000 | val loss=0.0364 | t=0.1s
[finetune_replay] ep  40/90 | train loss=0.0019 top1=1.000 | val loss=0.0423 | t=0.1s
[finetune_replay] ep  41/90 | train loss=0.0016 top1=1.000 | val loss=0.0436 | t=0.1s
[finetune_replay] ep  42/90 | train loss=0.0017 top1=1.000 | val loss=0.0451 | t=0.1s
[finetune_replay] ep  43/90 | train loss=0.0014 top1=1.000 | val loss=0.0444 | t=0.1s
[finetune_replay] ep  44/90 | train loss=0.0016 top1=1.000 | val loss=0.0410 | t=0.1s
[finetune_replay] ep  45/90 | train loss=0.0018 top1=1.000 | val loss=0.0375 | t=0.1s
[finetune_replay] ep  46/90 | train loss=0.0015 top1=1.000 | val loss=0.0344 | t=0.1s
[finetune_replay] ep  47/90 | train loss=0.0013 top1=1.000 | val loss=0.0326 | t=0.1s
[finetune_replay] ep  48/90 | train loss=0.0016 top1=1.000 | val loss=0.0320 | t=0.1s
[finetune_replay] ep  49/90 | train loss=0.0016 top1=1.000 | val loss=0.0363 | t=0.1s
[finetune_replay] ep  50/90 | train loss=0.0016 top1=1.000 | val loss=0.0378 | t=0.1s
[finetune_replay] ep  51/90 | train loss=0.0015 top1=1.000 | val loss=0.0366 | t=0.1s
[finetune_replay] ep  52/90 | train loss=0.0013 top1=1.000 | val loss=0.0360 | t=0.1s
[finetune_replay] ep  53/90 | train loss=0.0011 top1=1.000 | val loss=0.0349 | t=0.2s
[finetune_replay] ep  54/90 | train loss=0.0015 top1=1.000 | val loss=0.0340 | t=0.1s
[finetune_replay] ep  55/90 | train loss=0.0014 top1=1.000 | val loss=0.0337 | t=0.1s
[finetune_replay] ep  56/90 | train loss=0.0013 top1=1.000 | val loss=0.0345 | t=0.1s
[finetune_replay] ep  57/90 | train loss=0.0014 top1=1.000 | val loss=0.0361 | t=0.1s
[finetune_replay] ep  58/90 | train loss=0.0015 top1=1.000 | val loss=0.0368 | t=0.1s
[finetune_replay] ep  59/90 | train loss=0.0012 top1=1.000 | val loss=0.0371 | t=0.1s
[finetune_replay] ep  60/90 | train loss=0.0012 top1=1.000 | val loss=0.0372 | t=0.1s
[finetune_replay] ep  61/90 | train loss=0.0012 top1=1.000 | val loss=0.0384 | t=0.1s
[finetune_replay] ep  62/90 | train loss=0.0015 top1=1.000 | val loss=0.0401 | t=0.1s
[finetune_replay] ep  63/90 | train loss=0.0013 top1=1.000 | val loss=0.0394 | t=0.1s
[finetune_replay] ep  64/90 | train loss=0.0015 top1=1.000 | val loss=0.0391 | t=0.1s
[finetune_replay] ep  65/90 | train loss=0.0013 top1=1.000 | val loss=0.0384 | t=0.1s
[finetune_replay] ep  66/90 | train loss=0.0011 top1=1.000 | val loss=0.0381 | t=0.1s
[finetune_replay] ep  67/90 | train loss=0.0012 top1=1.000 | val loss=0.0375 | t=0.1s
[finetune_replay] ep  68/90 | train loss=0.0014 top1=1.000 | val loss=0.0368 | t=0.1s
[finetune_replay] ep  69/90 | train loss=0.0014 top1=1.000 | val loss=0.0366 | t=0.1s
[finetune_replay] ep  70/90 | train loss=0.0015 top1=1.000 | val loss=0.0354 | t=0.1s
[finetune_replay] ep  71/90 | train loss=0.0013 top1=1.000 | val loss=0.0343 | t=0.1s
[finetune_replay] ep  72/90 | train loss=0.0014 top1=1.000 | val loss=0.0354 | t=0.1s
[finetune_replay] ep  73/90 | train loss=0.0012 top1=1.000 | val loss=0.0344 | t=0.1s
[finetune_replay] ep  74/90 | train loss=0.0017 top1=1.000 | val loss=0.0349 | t=0.1s
